content,score,label
sangat baik,5,1
"Aplikasi ga jelas baru ganti kata sandi 1 minggu udah di bilang kaduluarsa setiap login dan anehnya setiap ganti kata sandi baru ada keterangan sudah pernah menggunakan kata sandi? Padahal belom pernah mennggunakan kalimat/ kata itu untuk kata sandi, aneh emang, giliran udah buat sandi baru login lemot masuknya padahal pakek sinyal data yang lancar. APLIKASI INI GA JELAS",1,0
Bagus dan rekomended lah,5,1
Gooood,5,1
Gak guna,1,0
"Koneksi stabil, jarang bermasalah",5,1
Internet yg stabil,5,1
Internet stabil dan bagus,5,1
"Pelayan terbaik, walaupun saya dipelosok desa Indohome masih bisa sampai ditempt saya. Bisa meningkatkan umkm jualan online di desa saya. Terima kasih indihome",5,1
"Selalu mengalami sistem sedang perbaikan selalu saja.. aplikasi Lola, ingin mengajukan pengaduan selalu tidak bisa. Untuk apa ada aplikasi jika tidak berfungsi semestinya.",1,0
Keren,5,1
"Indihome gak jelas wifi lemot amat, padahal baru bayar tapi masih lemot, buat main game seperti growtopia aja ngelag Mulu, padahal game termasuk game ringan. Mau ganti wifi tapi harus nunggu 1 tahun, dasar gak mau rugi, bayar mahal tapi ngelag. Indihome sistemnya rusak, gak punya pendirian untuk membuat pelanggan nyaman,tololl!!!!!!",1,0
Cepat dlm melayani,5,1
Good,5,1
Pelayanan ramah,4,1
Kok g bisa buka sih?,1,0
My indihome 👍👍👍👍👍,5,1
Luar biasa,5,1
"Sudah 2 Th pake Indihome, Pelayanannya bagus, inetnya lancar jaya.. Joss pokoknya",5,1
Sangat disayangkan utk pelanggan baru mau pasang harus memenuhi kuota 10 pelanggan,5,0
Great !!,5,1
Mantap..,5,1
Baik,5,1
"Tagihan saya naik di bulan september dan oktober, karena pemasangan stb tv, padahal pihak telkom tidak pernah datang memasang stb tv di rumah, saya komplaian dari bulan oktober, da janjikan di bulan nov tagihan berubah, tapi ternyata di bulan november tagihan ga berubah2... tolong manajemen melihat kinerja di bawah, jangan kita pelanggan di buat capek dengan kesalahan kalian",1,0
Aplikasi yang sangat membantu Dan mudah di pahami,5,1
Tingkatkan lagi biar tambah jooosssss kecepatannya,5,1
"Aplikasi tidak berfungsi..sebagai pelanggan indihome sangat amat kecewa dengan janji manis dan kenyataan tidak sama..aplikasi lemot wifi semakin lama lemot..customer servis sopan ketika pelanggan mau dengan promosi"" yang tidak terlalu penting menurut saya..bulan depan mau copot aja..btw saya di bajawa flores ntt..sangat tidak puas sekali dengan layanan indihome..hanya terbantu bisa online saja..aplikasi lemot tagihan tidak terkontrol wifi b aja..",1,0
Tiap mau login jaringan sibuk hahahhaa,5,0
Masih lemot,3,0
Internetan jadi lebih mudah,5,1
Tlong dong pilih pengaturan untuk mngubah katasandi wifi nya. Di app nya jd klo ada prangkat lain tibak masuk kita bisa ganti sandi kita.,5,1
Kalau ada msalh tntg jaringan sangat cepat respon nya,5,1
Bermanfaat,5,1
sangat tidak jelas dan sangat meresahkan,1,0
Ok,5,1
God.. jaringan mantap,4,1
"Indihome sering lemot, gangguan dll.",2,0
Aplikasi my IndiHome sering error,1,0
"Perusahaan sebesar telkom bikin aplikasi kayak Anak TK sj, aplikasi berat, koneksi kencang tp lelet banget pas dibuka, ini tolonglah di bagusin app nya. Dari dulu masalahnya sama aja untuk login aja susahnya ampun dah",1,0
Internet lancar,2,1
Force close terus gimana developernya,1,0
Membantu untuk cek tagihan dan paket indihome,5,1
Bagus,5,1
"Aplikasi lemot, padahal wifi gaada masalah",1,0
untuk internetnya sudah bagus cuma masih sering terjadi gangguan,4,1
Salam solid,5,1
"Buruk sangat buruk sekali, Tidak dapat mengakses internet nya tapi tagihan nya selalu harus dibayarkan, kalo seperti ini trus pasti nya pelanggan nya akan berpindah ke layanan lain, dan akan menyebabkan kerugian yang sangat signifikan kepada provider ini",1,0
pelayanan gangguan cepat,5,1
bagus,5,1
"Sekedar Masukkan Agar APK My.Indihome Bukan Cuman Sekedar APK yang hanya bisa mengintrol pemakaian total data dan apk untuk pembayaran wifi saja ,klau bisa apk my indihome juga bisa di gunakan untuk mengontrol penggunaan sinyal wifi / Memutuskan/Mematikan Sinyal Wifi sesuai dengan kemauan pelanggan guna membatasi penggunaan kepada anak-anak di saat sudah waktunya tidur malam . Thanks",3,0
Ok,5,1
"Habis update semakin tambah hancur ini aplikasi,keluar terus,closing terus dan tdk bisa digunakan",1,0
"aplikasi bermanfaat,wifi stabil",5,1
Aplikasi yg bermanfaat bagi pengguna layanan Telkomsel indihome,5,1
"Lambat, perlu dipercepat aplikasinya, poin batiba ilang, pdhl mau ikut undi2, parah parah",1,0
"Aplikasi dan fitur"" yang menarik serta tim"" yang yang bekerja degan profesional dan memberi kenyamanan pada konsumennya ☺️🙏 Terima kasih my INDIHOME",5,1
bagus sedikit lelet,5,1
lama bet,4,0
Aplikasinya tdk bisa di buka,1,0
"Good, berikan pelayanan yang maksimal dari indihome untuk pelanggan. Terima kasih",5,1
Susah untuk menerima kode verifikasi pesan dari Gmail,1,0
fitur pengaduan tidak dapat digunakan,3,0
Sudah bagus dan stabil,5,1
Sangat bagus,5,1
"minta migrasi paket tapi sampai 20 hari lebih ga di proses"" cuma minta persetujuan terus. menjengkelkan 😒",1,0
"Aplikasi gampang sigunakan, bisa atur sendiri kebutuhan kita tanpa harus datang ke grapari sehingga menghemat waktu",5,1
Ok,5,1
bagus,5,1
"Ketolong banget ada aplikasi indihome, jadi bisa kontrol penggunaan wifi sama cek yg lainnya. Pokonya manteppp bestt",5,1
Bang man makan atap Mantap,5,1
"Wifi masih 1 rumah , terambung terputus terus cape",1,0
Kenapa min setelah update tidak bisa masuk langsung keluar apk nya,2,0
"aplikasi sangat lemot, aplikasi nya aja lemot gimana dengan jaringannya. mana komplain layanan tidak ditanggapi dengan benar",1,0
Juoosss,5,1
Simple untuk kerja cepat di rumah,5,1
Mantap,5,1
Point saya banyak Bingung mw tukar tp pilihan hadiah tidak muncul Sangat menyebalkan!!!!,1,0
kenapa fitur add on wifi id seamless nya di hilangkan min ???? padahal itu penting banget ketika di luar ketika dan tidak ada kuota internet.,2,0
bagus,5,1
Respon cepat terhadap pengaduan gangguan dan teknisi datang 1 hr lebih cepat dari jadwal yang sudah ditentukan...terimakasih,5,1
lemah jaringannya jngn download apalagi instal,1,0
Stabil. Konsisten,5,1
Saya kasih bintang 5 karena Promonya yang memuaskan. Semoga pelayanannya lebih memuasakn pelanggan lagi,5,1
Ok,5,1
Mantap,5,1
Kuota terlalu kecil,3,0
SAE pisan,5,1
"Aplikasi tidak bisa digunakan, setiap ingin melakukan pembayaran error terus, seakan-akan kita harus membayar lewat tool lain sehingga pembayaran lebih mahal karena kena admin dan lain-lain. Terimakasih.",1,0
Apk sdh dari bulan lalu smp dgn saat ini tdk bisa di buka 🤦‍♂️ 🤮🤮👎👎,1,0
Waah jaringannya makin mantap aja nich sekarang...,5,1
"Aplikasi ribet sllu dsruh gonta ganti pasword,,, NORAK",1,0
semaga bisa di tingkatkan lg sinyalnya,5,0
Actionnya cepet,5,1
Ok,5,1
Mantap,5,1
Sekelas indihome bikin aplikasi jelek amat. Masa sudah melakukan pembayaran WiFi tetep masih muncul pemberitahuan bahwasanya belum bayar Terus muncul pemberitahuan bahwasanya sudah bayar Terus muncul lagi belum bayar WiFi lagi. Ini aplikasi mau nya apa sih? Tolong lah di tingkatin lagi. Sekelas indihome bikin aplikasi masa kek gitu Bikin gak nyaman,2,0
Pelayanan pusat pengaduan sangat cepat. Semoga kedepannya tetap maju.,5,1
Khususnya untuk wilayah muaradua oku selatan l. Respon timnya ok. 👍👍👍👍,5,1
Indihome murah ber kualitas,5,1
Cepat respon menangani gangguan.,5,1
Sukses selalu Semakin Luas jaringannya,5,1
Aplikasinya sangat membantu dan pelayanan petugasnya sangat ramah,5,1
iyesssss,5,1
"Server tolong diperbesar, aplikasi lelet sampah",1,0
Good,5,1
"Upgrade speed cepet banget , downgrade speed lama banget udah mau dua minggu gak ada laporan balik ,.dan gak ada penyelesaian.lama"" gak turun speed saya pencabutan alat dah ahh",1,0
Cepat tanggap bila ada gangguan,5,1
"Informasi kompetibel, Mantap pokoknya tampilan jg ga bosenin",5,1
Sesuai dengan iklan. Jaringan stabil,5,1
TINGKATKAN PROMO PROMONYA DAN BONUS BONUS BONUSNYA YAA.. TERIMA KASIH,5,1
Ok,4,1
Good..,5,1
"Aplikasi ga jelas, ga bisa login, minta otp malah ga keluar sama sekali. Login pake email ga ada otp juga.",1,0
Sangat memudahkan untuk layanannya,5,1
Lumayan untuk harga segede itu..(cukup memuaskan disisi harga),4,1
Terbaik dijaringan...,5,1
"Mohon Maaf, kami sedang melakukan peningkatan pelayanan...😀",5,0
Ok,4,1
"Aplikasi gk jelas. Diperbarui bkn nya bner, malah bikin ribet. Mau bayar tagihan aja jd susah klo bgni, gak diapa2in tiba2 log out sndiri . Mau login lg malah peningkatan layanan mulu . Payah lama2 ni indihome.",1,0
"Applikasi nya bikin repot... Tiap di buka slalu minta login, pas login .. Malah minta register. Coba register eh... Email dan no. Tlp sudah terdaftar. Coba login kembali. Masih aja muter2 blm terdaftar, minta login dan udah terdaftar... App yg harus memudahkan malah bikin ribet",1,0
pelayanan lebih baik,5,1
Lumayan,3,1
bagus sekali,5,1
Aplikasi ini mendekatkan Layanan indiHome yang sudah lengket di jantung hati rumahKyu.. Informasi layanan dan produk tinggal pilih sesuai kebutuhan.. Maju terus IndiHome dangan pelayanan yang semakin Prima..,5,1
"Untuk kenyamanan pengguna, di perbaiki kembali pelayanannya",3,0
"Ga bs upgrade/add on, mungkin masih baru kali ya..jd tak kasih bintang 3 dl aja untuk masalah jaringan lumayan walau ga gt stabil",3,0
Internet stabil,5,1
Sangat puas,5,1
"Harga pelanggan lama lebih mahal dari penggan baru, harus nya disesuaikan sama ini malah berbeda banyak yg pindah gara gara ini, tolong disamakan harga yg lama dan yg baru",4,0
"Daftar barusan kode daftar untuk verifikasi di no hp gak masuk dan coba ulang nunggu 1 jam, nih kok banyak kendalanya ya tolong dong di perbaiki layanan Andah jika seperti ini saya selalu pelanggan Indihome akan berhenti",1,0
Sabtu pada ada saya Rave Nanti Ok selamat Pemandu Buasbi 2023/2024,5,1
Untuk kecepatan dan kestabilan sinyal sudah bagus cuma perlu ditingkatkan untuk aplikasinya karena suka lambat loadingnya apalagi untuk ikut undian susah banget kadang gagalpun poin dipotong. Tolong kedepannya lebih baik,4,0
Aplikasi lemot parah tolong perbaiki,3,0
"Dengan langganan speed 100mbps , jaringan sangat stabil.. Tdk pernah turun",5,1
Jaringan bagus,4,1
"Masa udah bayar, Terah di blokir saluran tvnya padahal bayar y tanggal 9 lah tanggal 17 di di blokir saluran tv",3,0
Apk nya bagus,5,1
Niceeee,5,1
"Lanjut terus, bagus",5,1
"login gagal, berkali kali. katanya perbaikan layanan, sampah.",1,0
Sangat bagus,5,1
"Ini aplikasi teraneh dan terburuk yang pernah saya install, padahal lebih berat dari mobile legend. Tapi, laload sekali mau lapor disuruh restart modem. Restart modem tidak memberikan solusi. Tiap hari maintenance. Tolong diperbaiki lagi aplikasinya, mahal mahal dibayar biar aplikasi seperti belum layak pakai.",1,0
Keren,5,1
jelek 👎🏻,1,0
"Banyak bug nya ni apl, dan saya mau ganti password seamless tidak ada lagi menunya",1,0
Bagus,5,1
Sangat membantu,5,1
"Tidak bisa masuk akun, Tidak bisa ganti password.",2,0
"Seharusnya telp 147 itu gratis donk. Apa fungsi my indihome, setiap buat pengaduan lama proses penanganannya. 147 di telp mahal. Padahal 147 itu kan lokal.",3,0
Aplikasi tidak bisa dibuka setelah update Jelek banget Tiap hari update,1,0
"Setelah update jadi susah masuk apk terkadang keluar sendiri, mau pembayaran tagihan jadi susah buat masuk akun",5,0
Sangat lambat dan sering stuck,1,0
Terbaik..Tanpa lapor lihat jaringan kondisi off atau tanda merah teknisi sudah datang secepatnya🙏🙏🙏🙏,5,1
Mantaaap,5,1
"Aplikasi sampah, kebanyakan update tapi masih sama aja, sebenarnya yang harus banyaki update itu skill & otak tim myindihome biar pintar, kebanyakan korupsi, masak kalah dengan aplikasi swasta, ini perusahaan negara, masak buat aplikasi receh kayak gini ga becus?! Tidak akan mungkin bangsa ini maju 1000%",1,0
"Mohon diupgrade aplikasinya, sangat sering error, mau akses informasi jarang bisa, masa aplikasi penyedia layanan malah sering error dan sangat lambat. Jika telah lancar baru bisa tambah bintang",1,0
Bagian tuker voucher sama poin ngebug. Koneksi gagal kadang keluar. Bisa aje ni aplikasi wkw jngan jngan gmw di tuker point y haa,1,0
Info gak realtime untuk pembayaran.. jadi kadang sudah bayar tapi keterangannya belum bayar di app ini,2,0
Mudah di gunakan dan mudah menyalurkan keluhan,5,1
terbalik,5,1
"Terima atas layanan myIndiHome yg tanpa ada hambatan atau gangguan jaringan selama ini. Semoga kedepanya untuk tarif bulanan bisa makin tambah murah lagi, agar peminatnya bisa lebih banyak lagi.",4,1
"Ni aplikasi dari jaman tahun, sampe skrg banyak Bug nya",1,0
buruk,1,0
Bagus,5,1
Bagus,4,1
Mantap,5,1
Mantap,5,1
"pas masuk malah keluar sendiri, sudah d coba uninstal dan di instal kembali tetap saja sama( KELUAR SENDIRI)",2,0
Oke,5,1
Good,5,1
"Terimakasih IndiHome.. Kecepatan internet nya stabil, jarang ada gangguan, pelayanan nya juga top..",5,1
"Mau login aja susah harus ganti sandi, sudah coba ratusan sandi baru gak di terima gak jelas banget suda pake nomer huruf kecil dan besar",1,0
Apk nya untuk bayar bagus sih and gak lemot,5,1
Mantep,5,1
Baik,5,1
Aplikasi tidak bisa mengubah password wifi,3,0
Sudah baik pelayanannya... Sinyal kuat.. Lancar tanpa gangguan.. Semoga untuk seterusnya tetap yang terbaik dalam hal pelayanan dan terbaik jaringan nya.. Semoga dikasih Promo buat saya,5,1
Apknya sangat bagus,5,1
Masa' setiap update selalu ke log out dan juga ketika login harus wajib ganti password masih mending seri lama dari pada semakin update semakin gajelas,1,0
"mau login ribet banget, susahnya minta ampun",5,0
Cenelku YouTube Setiawan Karaoke Tangerang,5,1
"Pengajuan pasang baru dengan aplikasi My IndiHome, nomor ordernya nya tidak ditemukan di sistem nya",1,0
Aplikasi tdk bisa dipake,1,0
Ga bisa masuk,1,0
Okelah,5,1
Joz,5,1
"Kadang sering terlog out aplikasi nya, jdi saya kasi bintang 4 aja dulu",4,0
Internet stabilit,5,1
"Aplikasi nya BOBROK, Woii ini sudah 3 bulan, maintenance terus, Bandwith kecepatan sdh di naikan, bayar mahal tapi TETAP LELET, LETOY. Seiring kemajuan jaman, semoga cepat BANGKRUT Telkomsel ini",1,0
Mantep indiHome,5,1
Tidak dapat mengaktifkan dan melanjutkan pembayaran SPEED ON DEMAND,1,0
Ok,5,1
Ok,5,1
Mantap Lancar pol,5,1
ok lah,5,1
Sangat baik,5,1
"Bintang 4 dulu karena cukup repot untuk update data profil spt nomor hp, email dan nomor id pelanggan indihome.",4,0
Bagus,4,1
Mohon diperbaikin ditmpat saya kalimantan Timur sering ganguan putus internetnya sekarang 3 jam sudah tidak ada jaringan internetnya,3,0
"Susah kali login, kode via SMS ga datang datang, aizzzzzzzzz",5,0
"Terimakasih costumer care,,rekomended apk nya,,sekarang bisa akses fitur""nya, sangat memuaskan,laporan gangguan sangat cepat terseleseikan👍 Tambhn catatan,, akir"" ini sering peningkatan layanan jadi sulit buka aplikasi, pingin pantau pemakaian internet jadi sulit, tolong di optimalkan lg.. Mkasih",5,1
Aplikasinya setelah di Update tidak bisa lagi melakukan pembelian paket SPEED ON DEMAND padahal awalnya baik2 saja. Setiap melakukan pembelian paket SOD selalu saja gagal dengan keterangan silahkan ganti metode pembayaran. Setelah di ganti seperti itu trus notifikasinya...bintangnya saya turunin ya. Maaf,3,0
"Tidak bisa daftar akun. Setiap mendaftar selalu muncul keterangan muat ulang laman. Jadi ya, stuck terus di halaman login.",1,0
Kecepatan saat mendung atau hujan turun,4,0
Aplikasinya skrg paling parah...ketika di buka langsung close sendiri...sampai hp saya ada notif di suruh non aktifkan aplikasi ini karena sering crush...tolong perbaiki segera jangan buat konsumen kesel dan bisa pindah ke yg lain,2,0
"semoga lebih bagus lagi yaaa, semangat",5,1
Aplikasi berat & sering crash,3,0
Terus ditingkatkan lagi,5,0
Mempermudah pengguna dalam mendapatkan informasi,5,1
Bagus,5,1
Informasi sangat jelas,5,1
Makin jelek aplikasinya,1,0
Selama ini indhome terbaik di kelasnya,5,1
"Makin jadi sampah, ganti sandi tidak bisa dan harus dipaksa ganti sandi, itu namanya sampah",1,0
Tolong tingkatkan lagi kwalitasnya.Jgn sering error,5,0
Bagus,5,1
Bagus,5,1
Jaringan paling stabil,5,1
"Walaupun lemot, tapi fungsional",5,1
Wih bagus,3,1
"GAJELAS SUMPAH,udah komplen LOS merah tetep teknisi tidak kesini,udah 2 hari lebih tidak datang, bagaimana ini?",1,0
Internet bagus namun akhir2 ini sering trobel,5,1
Bagus,5,1
Saya ingin menggunakan jasa indihome karen jaringan sudah tersedia tapi dari teknisi belom bisa melakukan pemasanagan dikarenakan tiang belom terpasanng,2,0
Aplikasi ini sangat bagus dan efektif,5,1
Kenapa aplikasi tdk bisa di konek dg indihome,3,0
Lancar jaya,5,1
Respon lama mau masang ribet banget,2,0
Luar biasa,5,1
sangat bermanpaat dan sangat membantu untuk keperluan internet,5,1
Aplikasi buruk sering keluar sendiri,1,0
Sudah berlangganan lama jaringan stabil klo ada keluhan cepat ditangani,5,1
Aplikasi paling sering bermasalah jaringan intetnet bagus pun tetep lelet..sering crash..log out .. saat kita log in pasword salah .. hrs ganti lagi pasword.. masak Indihome yg punya pelanggan jutaan nggak bisa bikin aplikasi yg bagus.. Ini parah .. Mohon maaf lagi ada perbaikan layanan gitu terus ber tahun2 nggak juga ada bagus2nya sampai sekarang..,1,0
"Sangat lemot ketika mau buat pengaduan. ketika pengaduan mau dikirim, timbul tulisan layanan di isolir dan disuruh membayar tagihan,padahal tagihan sudah terbayar. Hapus aja menu pengaduan, Klo tidak mau terima pengaduan dri konsumen.",1,0
"kok setelah update pas udah masuk untuk login tiba"" foreclose. gmna sihh",1,0
Ribet Aplikasinya minta login mulu.. E-wallet aja ga separah ini.. Sangat mengganggu.. Apalagi yg minta ganti pasword ituh.. Semoga aplikasinya segera di rubah tuk kenyamanan pelanggan.,1,0
Simpel proses berlangganan dan jelas informasinya..layanan baiik dan profesional,5,1
"aplikasi jelek , buat verifikasi saja lambat",1,0
"Ga jelas njirr ni aplikasi.. Udah seminggu gangguan mulu ""peningkatan layanan"" cenah..",1,0
Mantaf,5,1
"Terima kasih Indihome sudah mendampingi kami selama ini, Tingkatkan lagi kualitas jaringan internetnya.",4,1
"Wisss pokoke anane indihome ya nikmati bae,,",5,1
Okelah,5,1
Mantap,5,1
Mudah pemasangan nya. Semoga bisa murah lagi,5,1
Aplikasi yang cukup mantap,4,1
"Layanan bagus, jaringa bagus, hanya sekarang sedang terjadi gangguan",4,1
Mantap,5,1
Mantapp,5,1
Sejauh ini sangat bagus,5,1
"App sering minta password ulang, agak lambat",2,0
"Dalam penyampaian adanya gangguan terkait jaringan internet tidak berfungsi, mohon untuk segera di tangani/respon percepatan penanganan nya,trima kasih.",5,0
