content,score,label,preprocessed_content,at,prediction,predicted_label
"Mau langganan disney hotstar susah banget lewat aplikasi muncul notif sedang meningkatlan layanan, lewat web sama saja, gimana ini indihome pelayanan kok gini amat",1,0,mau langgan disney hotstar susah banget lewat aplikasi muncul notif sedang meningkatlan layan lewat web sama saja bagaimana ini indihome layan kok begini amat,01/10/2023,0.001051022,0
saat ini masih jaringan yg terbaik,5,1,saat ini masih jaring yang baik,02/11/2023,0.8368097,1
Mantap,5,1,mantap,07/10/2023,0.9967573,1
"Pelayanan dan maintenance sangat baik dan proaktif, kendala langsung diatasi walapun konsumen tdk melapor..Terima kasih IndiHome.",5,1,layan dan maintenance sangat baik dan proaktif kendala langsung atas walapun konsumen tidak lapor terima kasih indihome ,18/02/2024,0.9968152,1
"Indihome memberikan informasi dengan jelas sebelum masa pembayaran tagihan bulanan. Indihome memberikan paket internet dan tv yang terjangkau bagi masyarakat. Selalu memberikan kepuasan bagi pelanggan melalui kecepatan internet, kestabilan jaringan, dan fitur tontonan yg bervariasi.",5,1,indihome beri informasi dengan jelas belum masa bayar tagih bulan indihome beri paket internet dan tv yang jangkau bagi masyarakat selalu beri puas bagi langgan lalu cepat internet stabil jaring dan fitur tonton yang variasi ,15/11/2023,0.49284947,0
Aplikasi Force Close Terus gak bisa dibuka,1,0,aplikasi force close terus enggak bisa buka,24/11/2023,0.001356732,0
Biasa aja,3,1,biasa saja,27/09/2023,0.9422489,1
Internet baik,5,1,internet baik,26/09/2023,0.9890276,1
Keren,5,1,keren,03/12/2023,0.99530053,1
Kenapa tidak bisa menerima kode OTP untuk verifikasi saat login ke akun.,2,0,kenapa tidak bisa terima kode otp untuk verifikasi saat login ke akun ,09/02/2024,0.001599273,0
Aplikasinya buat login sesi habis terus,1,0,aplikasi buat login sesi habis terus,29/01/2024,0.003421751,0
Mantap,5,1,mantap,03/02/2024,0.9967573,1
Usahakan aplikasi ini lancar,5,1,usaha aplikasi ini lancar,11/11/2023,0.90828866,1
"Sampah, tiap bulan selalu minta ganti sandi, setelah ubah sandi tetep gak bisa di ubah dengan alasan sandi pernah di gunakan.",1,0,sampah tiap bulan selalu minta ganti sandi telah ubah sandi tetap enggak bisa di ubah dengan alas sandi pernah di guna ,05/02/2024,0.001128065,0
Aplikasi idiott lawak,1,0,aplikasi idiot lawak,21/10/2023,0.014502755,0
Gak bisa login wkwk,1,0,enggak bisa login wkwk,06/11/2023,0.006399218,0
Bagus,5,1,bagus,10/10/2023,0.9971563,1
Sangat lambat dan menyebalkan. Tiap mau masuk ke berbagai menu nya loading muter². Tidak sperti aplikasi lain yg ada di hp saya smuanya lancar karna internet tak bermasalah.,1,0,sangat lambat dan sebal tiap mau masuk ke bagai menu nya loading muter tidak seperti aplikasi lain yang ada di hp saya smuanya lancar karena internet tak masalah ,28/11/2023,0.001891422,0
Ok,5,1,ok,16/02/2024,0.9959974,1
Thanks indihome harga paket nya bisa turun kecepatan nya naik jd 30mbps yg sblm ny 20mbps,5,1,thanks indihome harga paket nya bisa turun cepat nya naik jadi mbps yang belum nya mbps,20/01/2024,0.80118656,1
"Aplikasi ngawur!!! Masuk ngg bisa, daftar ulang juga ngg bisa",1,0,aplikasi ngawur masuk enggak bisa daftar ulang juga enggak bisa,19/02/2024,0.00450027,0
Aplikasi ribet nya minta ampun.bukan mempermudah malah bikin pusing.....,1,0,aplikasi ribet nya minta ampun bukan mudah malah bikin pusing ,09/10/2023,0.00228064,0
"Aplikasi sampah, banyak bug",1,0,aplikasi sampah banyak bug,04/01/2024,0.00212,0
Good service,5,1,good service,11/12/2023,0.99658924,1
ok,5,1,ok,06/10/2023,0.9959974,1
Oke,3,1,oke,28/11/2023,0.99427706,1
aplikasi sangat membantu dalam memenuhi kebutuhan Internet keluarga,5,1,aplikasi sangat bantu dalam penuh butuh internet keluarga,21/12/2023,0.97861403,1
susah longin,1,0,susah longin,13/02/2024,0.08343758,0
"yg bikin aplikasinya bego, aplikasi loading nya lama, update berulang kali juga ga berubah penyakitnya, entah di cek dahula atau engga, atau memang apatis",1,0,yang bikin aplikasi bego aplikasi loading nya lama update ulang kali juga enggak ubah sakit entah di cek dahula atau enggak atau memang apatis,26/01/2024,0.001608885,0
Gercep jika ada gangguan. Puass,5,1,gercep jika ada ganggu puas,05/01/2024,0.9978112,1
Ga bisa dibuka di hp samsung. Tolong segera perbaiki,1,0,enggak bisa buka di hp samsung tolong segera baik,21/11/2023,0.003938683,0
Internet sangat membantu kami dengan adanya myindihome,5,1,internet sangat bantu kami dengan ada myindihome,16/10/2023,0.99834096,1
secara keseluruhan okelah...cuma sayang..lleeemmmoootttt,3,0,cara seluruh oke cuma sayang lleeemmmooot,23/11/2023,0.8886479,1
Gak work it banget saya bayar mahal mahal tapi cuman buat main game suka nge lag buka aplikasi seperti tik tok saja atau mendownload suka lama sekali benar benar gak work it banget,1,0,enggak work itu banget saya bayar mahal mahal tapi cuman buat main game suka nge lag buka aplikasi seperti tik tok saja atau mendownload suka lama sekali benar benar enggak work itu banget,22/10/2023,0.002735887,0
Perbaiki jaringan Kelen Indihome jangan sering sering jaringan ilang tiba tiba.....lama lama kyak gini bakal pindah saya ke lain....jgan mau ny pembayaran nya aja tapi kualitas nya tidak terjaga .,1,0,baik jaring kelen indihome jangan sering sering jaring hilang tiba tiba lama lama kayak begini bakal pindah saya ke lain jangan mau nya bayar nya saja tapi kualitas nya tidak jaga ,18/10/2023,0.001710367,0
oke👍,5,1,oke,20/12/2023,0.99427706,1
Suka lemot,3,0,suka lemot,13/10/2023,0.044668607,0
"Makin lama makin lemot tiap diatas jam 10 malam sering mati jadi cctv ku gak bisa merekam lama2 beralih ke jaringan lain lebih baik. bayar mahal,hasil gak ada.",1,0,makin lama makin lemot tiap atas jam malam sering mati jadi cctv ku enggak bisa rekam lama alih ke jaring lain lebih baik bayar mahal hasil enggak ada ,05/02/2024,0.001420662,0
tambah kesini makin mangtabs... g pernah kecewa pake IndiHome... tingkatkan terus ya mutu pelayanannya,5,1,tambah kesini makin mangtabs enggak pernah kecewa pakai indihome tingkat terus ya mutu layan,05/01/2024,0.55596125,1
"Lancar, sesuai bandwith, jarang gangguanh, stabil",5,1,lancar sesuai bandwith jarang gangguanh stabil,14/12/2023,0.99929106,1
Aplikasi kntl,1,0,aplikasi kntl,25/11/2023,0.1056144,0
Ok,5,1,ok,10/10/2023,0.9959974,1
Internet stabil dan tidak mengecewakan,5,1,internet stabil dan tidak kecewa,18/10/2023,0.4200922,0
Ngeleg,5,0,ngeleg,01/11/2023,0.10858602,0
Ok,5,1,ok,20/10/2023,0.9959974,1
Sangat membantu sekali saya dalam berjualan di online gak ribet lagi karena sudah menggunakan indihome Internet jadi mudah,5,1,sangat bantu sekali saya dalam jual di online enggak ribet lagi karena sudah guna indihome internet jadi mudah,08/11/2023,0.98218983,1
Sekarang layanan IndiHome mengecewakan banyak gangguan.. Apk nya keterangan internet normal fakta di modem lose... Makin ke sini makin gk jelas,1,0,sekarang layan indihome kecewa banyak ganggu apk nya terang internet normal fakta di modem lose makin ke sini makin enggak jelas,03/12/2023,0.005603608,0
aplikasi agak brat,5,0,aplikasi agak brat,25/12/2023,0.11520244,0
Sudah bayar nggak telat masih di denda aja internet di isolir pelayanan sangat tidak memuaskan....,1,0,sudah bayar enggak telat masih di denda saja internet di isolir layan sangat tidak muas ,20/10/2023,0.014149953,0
"laporan gangguan tiap hari, tanpa ada kejelasan, tolong jgn pasang indihome, ganti brand lain saja",1,0,lapor ganggu tiap hari tanpa ada jelas tolong jangan pasang indihome ganti brand lain saja,30/12/2023,0.007325764,0
"Lemot, tidak bermanfaat",1,0,lemot tidak manfaat,24/10/2023,0.013837603,0
update kedepannya adain blokir pengguna yang masuk dong jadii kalo ada yang masuk ke wifi gatau siapa itu langsung di blokir di aplikasi tanpa harus ganti ganti password,5,0,update depan ada blokir guna yang masuk dong jadi kalo ada yang masuk ke wifi enggak tau siapa itu langsung di blokir di aplikasi tanpa harus ganti ganti password,26/10/2023,0.006205731,0
"Langganan 100mbps, tulisan internet unlimited, FUP cuman 2TB, okela Speed saat kena FUP download 20mbps upload 5mbps, ngotak dikit la buat FUP, ya kali langganan 100mbps ke fup speed drop jauh, ndak ngebayangin yg langganan 30mbps jadi brapa tu speed. Namanya internet limited bukan unlimited, kena fup, tiba"" aplikasi IndiHome force close trus, tida ada fitur komplain apalagi live chat, miris BUMN apaan",1,0,langgan mbps tulis internet unlimited fup cuman tb okela speed saat kena fup download mbps upload mbps ngotak dikit lah buat fup ya kali langgan mbps ke fup speed drop jauh indak ngebayangin yang langgan mbps jadi berapa itu speed nama internet limited bukan unlimited kena fup tiba aplikasi indihome force close terus tida ada fitur komplain apalagi live chat miris bumn apa,27/11/2023,0.002101993,0
Sangat bermanfaat cukup membantu cukup baik,5,1,sangat manfaat cukup bantu cukup baik,15/10/2023,0.9989784,1
Tidak bagus aplikasinya pak. Mohon diperbaiki.,1,0,tidak bagus aplikasi pak mohon baik ,04/02/2024,0.1079761,0
Sangat memuaskan,4,1,sangat muas,19/01/2024,0.9965918,1
tolong tingkatkan kualitas nya pak,5,0,tolong tingkat kualitas nya pak,16/01/2024,0.034832306,0
Good,5,1,good,21/10/2023,0.9959047,1
Tiba tiba aplikasi keluar sendiri,1,0,tiba tiba aplikasi keluar sendiri,27/11/2023,0.01322039,0
Aplikasi gak berguna,1,0,aplikasi enggak guna,21/02/2024,0.13572492,0
jaringan terputus putus kadang los laporan tidak ada tindakan dari teknisi lapangan kecewa.!!!,1,0,jaring putus putus kadang los lapor tidak ada tindak dari teknisi lapang kecewa ,10/12/2023,0.002456653,0
"Aplikasinya masih memiliki bug, tolong di perbaiki admin",1,0,aplikasi masih milik bug tolong di baik admin,27/11/2023,0.005477092,0
Jaringan stabil,5,1,jaring stabil,23/01/2024,0.9822591,1
Goood,5,1,goood,16/10/2023,0.9711061,1
The best,5,1,the best,28/09/2023,0.9982095,1
myindihome is the best,5,1,myindihome is the best,22/10/2023,0.9993447,1
marok masalah jaringan klu sudah malam,1,0,marok masalah jaring kalau sudah malam,04/12/2023,0.3671666,0
"Di lokasi saya, telkomsel juara sinyal ny",4,1,di lokasi saya telkomsel juara sinyal nya,14/10/2023,0.93730253,1
Aplikasii lemot banget padahal koneksi bagusan banget lancar jaya,1,0,aplikasi lemot banget padahal koneksi bagus banget lancar jaya,17/12/2023,0.03258667,0
"Kenapa paket Smoa aktif nya tidak dr pukul 00.00,pulsa saya terpotong karena paket smoa telat aktif.",1,0,kenapa paket smoa aktif nya tidak dari pukul pulsa saya potong karena paket smoa telat aktif ,15/10/2023,0.002951675,0
Mantap,5,1,mantap,11/10/2023,0.9967573,1
bagus,5,1,bagus,23/12/2023,0.9971563,1
Stabil,5,1,stabil,31/01/2024,0.9921993,1
bagus,5,1,bagus,13/11/2023,0.9971563,1
Selama ini jaringan selalu oke,5,1,lama ini jaring selalu oke,31/01/2024,0.96498984,1
APLIKASI GAK GUNA. GAK BISA LOGIN.. KMPRET,1,0,aplikasi enggak guna enggak bisa login kmpret,05/11/2023,0.002988444,0
Jarangan Bagus,4,1,jarang bagus,17/01/2024,0.9991741,1
provider no 1,5,1,provider no ,27/09/2023,0.7791306,1
Indihome ok,5,1,indihome ok,26/01/2024,0.99646544,1
Ok,5,1,ok,12/11/2023,0.9959974,1
Puas dengan pelayanan MyIndiHome,5,1,puas dengan layan myindihome,25/10/2023,0.9987398,1
Benahi klo mau bintang full. Jangan maksa bintang full tapi aplikasi jelek.,1,0,benah kalo mau bintang ful jangan maksa bintang ful tapi aplikasi jelek ,11/11/2023,0.003015712,0
haarganya naik terus,1,0,haarganya naik terus,04/01/2024,0.104707815,0
wifi ga jelas baru awal bulan uda ngeleg kaya wifi numpang babi,1,0,wifi enggak jelas baru awal bulan sudah ngeleg kayak wifi numpang babi,10/10/2023,0.002383863,0
"Tolong kualitas Signalnya di stabilkan lagi mint, untuk kecepatan sudah cukup banter",4,0,tolong kualitas signalnya di stabil lagi mint untuk cepat sudah cukup banter,27/10/2023,0.08047036,0
Alhamdulillah aman,5,1,alhamdulillah aman,15/11/2023,0.997462,1
Kacau bertahun-tahun pake apk ini baru kali ini gunakan voucher gagal point udh mengurangi gmn ini bos,1,0,kacau tahun tahun pakai apk ini baru kali ini guna voucher gagal point sudah kurang bagaimana ini bos,22/02/2024,0.004886127,0
"Mantap, perkembangan yang dibarengi dengan profesionalitas, sehingga kapanpun terjadi kendala akan langsung diatasi oleh tekhnisi indihome.",5,1,mantap kembang yang bareng dengan profesionalitas sehingga kapan jadi kendala akan langsung atas oleh tekhnisi indihome ,23/09/2023,0.9995187,1
Ok,5,1,ok,05/10/2023,0.9959974,1
G bisa login. Eror terus,3,0,enggak bisa login eror terus,01/12/2023,0.001811826,0
lambat koneksinya,1,0,lambat koneksi,11/01/2024,0.19012515,0
Lag,1,0,lag,20/10/2023,0.12867512,0
"utk komplen nggk bisa via aplikasi via FB sdh komplen tapi tdk ad solusinya (masalah belum selesai udah bilang Makasih) via IG tdk direspon sama skli terusss kalau ad kendala, mau lapor dmn? agar masalahnya cpt ditangani?",1,0,untuk komplen enggak bisa via aplikasi via fb sudah komplen tapi tidak ada solusi masalah belum selesai sudah bilang terima kasih via ig tidak direspon sama sekali terus kalau ada kendala mau lapor mana agar masalah cepat tangan ,11/12/2023,0.015694205,0
Jelek bgt aplikasinya wkwkwk ngakak bet....,1,0,jelek banget aplikasi wkwkwk akak banget ,10/10/2023,0.002943668,0
Aplikasi Sering eror,1,0,aplikasi sering eror,26/10/2023,0.006733097,0
Maaf saya turunin jadi bintang 3. Habis di update malah Sering keluar sendiri..,3,0,maaf saya turunin jadi bintang habis di update malah sering keluar sendiri ,24/11/2023,0.004268105,0
"internet lambat tidak stabil tidak sesuai paket, pihak ke3 menawarkan produk, info data konsumen tidak aman",1,0,internet lambat tidak stabil tidak sesuai paket pihak ke tawar produk info data konsumen tidak aman,18/12/2023,0.001789622,0
Heran. Sering perbaharuan mulu,3,0,heran sering baharu mulu,22/01/2024,0.00515114,0
"Mau bikin pengaduan layanan aja susah bgt ya, loading terus terusan.",1,0,mau bikin adu layan saja susah banget ya loading terus terus ,21/01/2024,0.001515904,0
Kenapa ya kak akhir akhir ini aplikasi nya sering macet macet loading lama lagi.. banyak bug nya kak 🙏 Tolong lah..,4,0,kenapa ya kak akhir akhir ini aplikasi nya sering macet macet loading lama lagi banyak bug nya kak tolong lah ,26/12/2023,0.001675056,0
"Bagus, internet stabil",5,1,bagus internet stabil,19/11/2023,0.9994762,1
"Buruk,mengecewakan,bayar tepat waktu,,tapi eror gak jelas,petugas service juga penipu,pasang wifi baru tp modem lama yg dipasang dgn cara modem di bersihkan agar terlihat msh baru,,padahal isi modemnya type lama,,bener2 sampah semua isinya dr indihome,,mulai dr pegawai smpai sinyal,,BURUK",1,0,buruk kecewa bayar tepat waktu tapi eror enggak jelas tugas service juga tipu pasang wifi baru tapi modem lama yang pasang dengan cara modem di sih agar lihat masih baru padahal isi modem type lama benar sampah semua isi dari indihome mulai dari pegawai sampai sinyal buruk,01/02/2024,0.000470113,0
Jempol dah Abis,4,1,jempol deh habis,13/10/2023,0.9843635,1
good,5,1,good,05/11/2023,0.9959047,1
Luar biasa yg udah di berikan kepada kami,4,1,luar biasa yang sudah di ikan kepada kami,10/01/2024,0.9806457,1
Mantap,5,1,mantap,20/01/2024,0.9967573,1
"Aplikasi kek taii.. login aja gak bisaa.. keterangan ""muat kembali sesi telah berakhir"" mending gak usah buat aplikasi sekalian",1,0,aplikasi kayak tai login saja enggak bisa terang muat kembali sesi telah akhir mending enggak usah buat aplikasi sekali,04/01/2024,0.000644295,0
Sangat membantu,5,1,sangat bantu,21/12/2023,0.99699557,1
sering tdk looding,4,0,sering tidak looding,11/02/2024,0.007860391,0
Stabil...,5,1,stabil ,14/01/2024,0.9921993,1
Setiap mau masuk ke akun tidak bisa karena peningkatan layanan dan disuruh menunggu beberapa saat. Tapi setelah ditunggu hasilnya nihil.,3,0,tiap mau masuk ke akun tidak bisa karena tingkat layan dan suruh tunggu beberapa saat tapi telah tunggu hasil nihil ,17/10/2023,0.001144597,0
Sangat membantu untuk para kami yang bekerja di bidang digital,5,1,sangat bantu untuk para kami yang kerja di bidang digital,20/10/2023,0.9989278,1
"aplikasi plg zonk... Non aktif kan smoaa sdh 10 bln dsni... gagal trus... tlp call center, info nya bs nya hrs via aplikasi my indihome... lewat aplikasi ga prnh bisa... aplikasi kok ga ad gunaaa...",1,0,aplikasi pulang zonk non aktif kan smoa sudah bulan sini gagal terus telepon cal center info nya bisa nya harus via aplikasi my indihome lewat aplikasi enggak pernah bisa aplikasi kok enggak ada guna ,12/12/2023,0.00146934,0
Sebetulnya langkap aplikasi nya. Hanya kenapa selalu login ulang terus. Udah gitu login kembali susah keterangan sedang ada perbaikan. Dan itu sering. Tolong perbaiki lagi,2,0,betul langkap aplikasi nya hanya kenapa selalu login ulang terus sudah begitu login kembali susah terang sedang ada baik dan itu sering tolong baik lagi,30/11/2023,0.001060167,0
Penyedia layanan internet terbesar diindonesia tapi aplikasinya lemot..,1,0,sedia layan internet besar indonesia tapi aplikasi lemot ,20/10/2023,0.036019422,0
bukannya ngebantu malah nyusahin,1,0,bukan bantu malah susah,13/02/2024,0.015458697,0
amazing,5,1,amazing,07/01/2024,0.97508025,1
Cepat tanggap.. Cuman dari pihak lapangan aja suka lelet,5,1,cepat tanggap cuman dari pihak lapang saja suka lelet,02/01/2024,0.19535749,0
Sangat baguss,5,1,sangat bagus,25/11/2023,0.99847084,1
Pelayanan bagus sekali,5,1,layan bagus sekali,12/11/2023,0.99391323,1
Bagus,5,1,bagus,04/10/2023,0.9971563,1
Indihome byr mahal ngeleg² anj,1,0,indihome byr mahal ngeleg anjing,21/12/2023,0.019254662,0
alhamdulilah pelayanan mantab,5,1,alhamdulilah layan mantab,28/12/2023,0.9967627,1
Keluar sendiri mulu,1,0,keluar sendiri mulu,07/01/2024,0.011632873,0
Cepat tanggap dalam menanggapi ketika ada gangguan,5,1,cepat tanggap dalam tanggap ketika ada ganggu,19/02/2024,0.997696,1
Masuk Selfcare malah disuruh Update aplikasi pdhl aplikasi ini udh paling terupdate,5,0,masuk selfcare malah suruh update aplikasi padahal aplikasi ini sudah paling terupdate,01/10/2023,0.001556183,0
Pelayanan cepat,5,1,layan cepat,13/11/2023,0.9924755,1
"Udah agak mendingan, tapi loadingnya lama",3,0,sudah agak mending tapi loadingnya lama,24/12/2023,0.012077225,0
"Masa iya penukaran poin vocer nya malah ilang duhh tolong dong tingkatkan lagi, msih banyk eror2 nya ini",1,0,masa iya tukar poin vocer nya malah hilang duh tolong dong tingkat lagi masih banyk eror nya ini,28/11/2023,0.001002931,0
"Aplikasinya lemot, jadi gak karuan",1,0,aplikasi lemot jadi enggak karuan,27/09/2023,0.006467341,0
Biaya tambahan naiknya sampai 70rb awalnya bayar 289rb tahun 2021 naik jadi 323rb (tahun 2022-2023) sekarang sudah 388rb (2023). Hampir 400rb. Padahal ga aktifin layanan apa2. Kalau naik jgn byk2 dong indihome..bisa berpindah hati sy nanti.,3,0,biaya tambah naik sampai ribu awal bayar ribu tahun naik jadi ribu tahun  sekarang sudah ribu  hampir ribu padahal enggak aktifin layan apa kalau naik jangan banyak dong indihome bisa pindah hati saya nanti ,08/11/2023,0.008586943,0
