content,score,label,preprocessed_content
"App sangat buruk, fitur nya bagus tp kualitas apk nya justru jelek sekali, sepertinya dev nya harus di ganti karna kehandalan aplikasi ini sangat jelek, sejak pertama kali pakai sampai sekarang tidak ada perbaikan yg berarti masih sama JELEKNYA. Banyak BUG sana sini",1,0,ap sangat buruk fitur nya bagus tapi kualitas apk nya justru jelek sekali seperti dev nya harus di ganti karena kehandalan aplikasi ini sangat jelek sejak pertama kali pakai sampai sekarang tidak ada baik yang arti masih sama jelek banyak bug sana sini
Saya bangga berlangganan indihome,5,1,saya bangga langgan indihome
"Yg bener aja lah kalo bikin aplikasi. Gabisa diklik apa apa, fitur di dalemnya gabisa dipake. Duh",1,0,yang benar saja lah kalo bikin aplikasi enggak bisa klik apa apa fitur di dalem enggak bisa pakai duh
"Aplikasi apa apa an,,tidak bisa dibuka.Aplikasi terus terhenti.Aplikasi sampa",1,0,aplikasi apa apa an tidak bisa buka aplikasi terus henti aplikasi sampa
Bagus,5,1,bagus
Oke,5,1,oke
Sering trouble,3,0,sering trouble
"Stabil, lom nemuin kendala, mantul",5,1,stabil lom temu kendala mantul
"kaya nya ni apk rusak tak berguna lagi setelah logout,,trus masuk jawaban nya sandi kadaluarsa,, setelah di ganti dengan sandi yg baru katanya dengan sandi yg tidak pernah di buat,,,semua kata buat sandi tidak bisa di pke,,aneh dah ni apk",1,0,kayak nya nih apk rusak tak guna lagi telah logout terus masuk jawab nya sandi kadaluarsa telah di ganti dengan sandi yang baru kata dengan sandi yang tidak pernah di buat semua kata buat sandi tidak bisa di pakai aneh deh nih apk
Ngak bisa dibuka,1,0,enggak bisa buka
"Sangat sangat membuat emosi, koneksi untuk bermain game yang ringan saja sampai ngeframe dan selemot itu. Ada apa dengan indihome disaat user membutuhkan koneksi yang lancar justru hancur gak karuan seperti ini, saya minta evaluasi nya perbaikannya secepatnya karena ini mempengaruhi ke semuanya",1,0,sangat sangat buat emosi koneksi untuk main game yang ringan saja sampai ngeframe dan lot itu ada apa dengan indihome saat user butuh koneksi yang lancar justru hancur enggak karuan seperti ini saya minta evaluasi nya baik cepat karena ini pengaruh ke semua
Puas dengan pelayanan MyIndiHome,5,1,puas dengan layan myindihome
mengecewakan,1,0,kecewa
Sangat membantu dan berguna,5,1,sangat bantu dan guna
Aplikasi lemot bnget perbaiki,1,0,aplikasi lemot banget baik
bagus,5,1,bagus
mantap,5,1,mantap
"Suka terputus sendiri koneksi sangat buruk yok gaes rate bintang 1 bareng"" biar di hapus aj dari playstore nih Indihome monyet",1,0,suka putus sendiri koneksi sangat buruk yuk gaes rate bintang bareng biar di hapus saja dari playstore nih indihome monyet
Sampahhh,1,0,sampah
Kalo ga bisa ga usah di munculin fitur sidik jari,1,0,kalo enggak bisa enggak usah di munculin fitur sidik jari
"Review jujur nih, aplikasi super lemot, bulan kemarin saya sudah bayar ditanggal 20 tapi status belum bayar hingga isolir dan komplenan lama banget, sering ganggguan sebulan bisa 3 kali los merah, pengaduan lewat aplikasi teknisi minta chat aja langsung, klo lewat chat langsung sering ngga ada respon, klo komplen lewat aplikasi lg ketus teknisinya.",1,0,review jujur nih aplikasi super lemot bulan kemarin saya sudah bayar tanggal tapi status belum bayar hingga isolir dan komplenan lama banget sering ganggguan bulan bisa kali los merah adu lewat aplikasi teknisi minta chat saja langsung kalo lewat chat langsung sering enggak ada respon kalo komplen lewat aplikasi lagi ketus teknisi 
Good my indihome,5,1,good my indihome
Mantap,5,1,mantap
Bagus,3,1,bagus
Ok,5,1,ok
Aplikasi lemot,1,0,aplikasi lemot
"Setiap hbs masuk keterangan sesi habis, kirim notifikasi poting pulsa regular. Curang bgt...",1,0,tiap habis masuk terang sesi habis kirim notifikasi poting pulsa regular curang banget 
Mantap,5,1,mantap
Keren,5,1,keren
Terimakasih,4,1,terimakasih
Internet cepat...gangguan cepat di tangani,5,1,internet cepat ganggu cepat di tangan
"Menu voucher saya tidak bisa dibuka, bagaimana bisa tukar ?",5,0,menu voucher saya tidak bisa buka bagaimana bisa tukar 
"Membantu saya dalam memantau penggunaan FUP dan mengecek subtotal tagihan setiap bulannya, aplikasi ini juga sangat membantu dalam follow up laporan gangguan, menampilkan paket addon dan promo terbaru serta berbagai macam fitur menarik lainnya.",5,1,bantu saya dalam pantau guna fup dan ecek subtotal tagih tiap bulan aplikasi ini juga sangat bantu dalam follow up lapor ganggu tampil paket addon dan promo baru serta bagai macam fitur tarik lain 
Selama ini bagus² aja...👍👍👍🙏,5,1,lama ini bagus saja 
Bagus,5,1,bagus
"Gimana sih ini sinyal Wifi IndiHome lelet banget, bayar mahal, sinyal kek Indosat, kecewa banget, tolong di perbaiki lg",1,0,bagaimana sih ini sinyal wifi indihome lelet banget bayar mahal sinyal kayak indosat kecewa banget tolong di baik lagi
"Aplikasi berat, sudah 3 tahun setiap mau reedem poin selalu gagal, datang ke plasa telkom pun juga tidak membantu, hanya mendapat jawaban ""sering-sering saja dicoba"" dan akhirnya poin hangus",1,0,aplikasi berat sudah tahun tiap mau reedem poin selalu gagal datang ke plasa telkom pun juga tidak bantu hanya dapat jawab sering sering saja coba dan akhir poin hangus
"Aplikasi gak guna sampah, tiap tanggal 20 mau bayar tagihan malah mesti layanan transaksi Telkom sedang dalam perbaikan, ujung2nya kita Ndak bisa bayar sampai besok, besok bayar mesti kena denda, apa ini cara Telkom buat dapat tambahan komisi dari denda, udah tak amati tiap bulan gini terus tiap tanggal 20",1,0,aplikasi enggak guna sampah tiap tanggal mau bayar tagih malah mesti layan transaksi telkom sedang dalam baik ujung kita indak bisa bayar sampai besok besok bayar mesti kena denda apa ini cara telkom buat dapat tambah komisi dari denda sudah tak amat tiap bulan begini terus tiap tanggal 
"useless, kagak bisa login",1,0,useles kagak bisa login
"Sudah seminggu untuk pemasangan baru belum terlayani (terinstall) dan sudah melapor ke Grapari juga, langsung jadi malas urusnya. Buang-buang waktu sekalih",1,0,sudah minggu untuk pasang baru belum layan terinstal dan sudah lapor ke grapari juga langsung jadi malas urus buang buang waktu kalih
"Baguss sangat membantu untuk memperlancar live tiktok ,JD usaha lancarrrr",5,1,bagus sangat bantu untuk lancar live tiktok jadi usaha lancar
"Oke sih, tapi ko kalau verifikasi Imel slalu keluar sendiri.",5,0,oke sih tapi kok kalau verifikasi imel selalu keluar sendiri 
Bagus,5,1,bagus
Mantap,5,1,mantap
Jaringan stabil jarang gangguan,5,1,jaring stabil jarang ganggu
Aplikasi gagal menutup sendiri,1,0,aplikasi gagal tutup sendiri
Ok,5,1,ok
"Sudah hampir 15 tahun ,berlangganan provider indihome, sangat rekomendasi untuk internet rumahan",5,1,sudah hampir tahun langgan provider indihome sangat rekomendasi untuk internet rumah
Mantap,5,1,mantap
goodjob,5,1,goodjob
Aplikasi ga guna tidak ada solusi saat ada kendala,1,0,aplikasi enggak guna tidak ada solusi saat ada kendala
Kacau bertahun-tahun pake apk ini baru kali ini gunakan voucher gagal point udh mengurangi gmn ini bos,1,0,kacau tahun tahun pakai apk ini baru kali ini guna voucher gagal point sudah kurang bagaimana ini bos
TIDAK BISA LOGIN !,1,0,tidak bisa login 
Lemot banget Astaga heran,1,0,lemot banget astaga heran
Good,5,1,good
Saya tidak tahu jika telat kena denda. Saya melakukan pengaduan atas ketidak Tahuan malah dipaksa bayar.,1,0,saya tidak tahu jika telat kena denda saya laku adu atas tidak tahu malah paksa bayar 
Mengecewakan sudah beberapa hari gangguan lapor berkali2 jngn kn di betulin teknisi nya aja muncol juga enggak ada . Malah sttus laporan tiba2 masalah terselesai kn . Gimna cerita nya bisa begitu yaa,1,0,kecewa sudah beberapa hari ganggu lapor kali jangan kan di betulin teknisi nya saja muncol juga enggak ada malah status lapor tiba masalah selesai kan bagaimana cerita nya bisa begitu ya
"Lemot, gak bisa login. Bangke lah",1,0,lemot enggak bisa login bangkai lah
Bagus,5,1,bagus
"Bintang 5 buat aplikasinya, udh lama berlangganan gak ada kendala sama sekali",5,1,bintang buat aplikasi sudah lama langgan enggak ada kendala sama sekali
Mantap,4,1,mantap
"Perbaikin aplikasinya, terutama pas di bil tagihan langganan di detailin lagi... Biar kustomer tau yg dia bayar apa aja Tiap bulannnya... Terus kalo mau berenti layanan di aplikasinya masukin juga jangan ribet2",2,0,baik aplikasi utama pas di bil tagih langgan di detailin lagi biar kustomer tau yang dia bayar apa saja tiap bulannnya terus kalo mau renti layan di aplikasi pasuk juga jangan ribet
Internet selalu lancar,5,1,internet selalu lancar
"sudah 2 hari aplikasi cuman muter2 dihomepage, silahkan geser kebawah untuk refresh, hasilnya tetep sama, bagaimana indonesia mau maju klo aplikasi penyedia isp terbesar aja model begini -_-",1,0,sudah hari aplikasi cuman muter dihomepage sila geser bawah untuk refresh hasil tetap sama bagaimana indonesia mau maju kalo aplikasi sedia isp besar saja model begini  
Bagus,5,1,bagus
"Aplikasi lagi error min setelah di update, langsung otomatis nutup waktu masuk. Tolong di fix dan di update ulang...",5,0,aplikasi lagi error min telah di update langsung otomatis nutup waktu masuk tolong di fix dan di update ulang 
Mantul,5,1,mantul
Kerusakan jaringan berjam-jam,3,0,rusa jaring jam jam
mantap,5,1,mantap
Aplikasi sampah. Sinyal wifi jelek mau ngaduin pelayanan malah mental keluar sendiri,1,0,aplikasi sampah sinyal wifi jelek mau ngaduin layan malah mental keluar sendiri
Tolol lag banget app lo njing,1,0,tolol lag banget ap lo njing
sangat membantu,5,1,sangat bantu
Internet relatif stabil,5,1,internet relatif stabil
Aplikasi lola.butuh pembaruan terus tapi ttp lemot,1,0,aplikasi lola butuh baru terus tapi tetap lemot
Good,5,1,good
skrg sering terputus,5,0,sekarang sering putus
Layanan internet bagus,5,1,layan internet bagus
"Sangat puas langsung di tanggapi, terima kasih",5,1,sangat puas langsung di tanggap terima kasih
"Untuk saat ini lancar"" ajj",5,1,untuk saat ini lancar saja
Good Jobs..,5,1,good jobs 
Bagus semua fitur lengkap,5,1,bagus semua fitur lengkap
Mantap,5,1,mantap
"Aplikasi ini sangat membantu sy, trims myIndihome.",5,1,aplikasi ini sangat bantu saya terima kasih myindihome 
"aplikasi nya ga berguna sekali , masuk untuk melakukan login aja ga bisa 😪 untuk melakukan pengaduan gangguan ga bisa . telat bayar di putus , gangguan mau lapor ga bisa gmn woiii",1,0,aplikasi nya enggak guna sekali masuk untuk laku login saja enggak bisa untuk laku adu ganggu enggak bisa telat bayar di putus ganggu mau lapor enggak bisa bagaimana woi
Akses cepat dan signal bagus juga informasi akurat,5,1,akses cepat dan signal bagus juga informasi akurat
"Sering fc, lama dalam mengakses menu, untuk login sulit",1,0,sering fc lama dalam akses menu untuk login sulit
Sekarang untuk masuk ke aplikasi susah kadang error,5,0,sekarang untuk masuk ke aplikasi susah kadang error
"Saat mengalami gangguan ,laporan langsung di proses, tehnisi juga sigap. Terima kasih.",5,1,saat alami ganggu lapor langsung di proses tehnisi juga sigap terima kasih 
Busuxxx. ping merah mulu buat main ML.,1,0,busux ping merah mulu buat main ml 
"Kebiasaan aplikasi Plat Merah, lemot, bertele2 ribet",1,0,biasa aplikasi plat merah lemot tele ribet
"Layanan dalam pembayaran indihome apabila melewati jatuh tempo mau bayar dimanapun selalu bilangnya trouble dari sananya. Sekalinya bisa dibayar status pembayaran sedang diproses sudah 2 hari, kemarin sore sampai hari ini belum ada kelanjutan. Mau sampai kapan pelanggan disuruh menunggu, sedangkan denda terus berjalan. Padahal sudah dibayar melalui aplikasi Shoppe tapi statusnya sedang diproses. Saya telfon di call center indihome tidak ada kelanjutannya. Mohon untuk diperbaiki segera.",1,0,layan dalam bayar indihome apabila lewat jatuh tempo mau bayar mana selalu bilang trouble dari sana sekali bisa bayar status bayar sedang proses sudah hari kemarin sore sampai hari ini belum ada lanjut mau sampai kapan langgan suruh tunggu sedang denda terus jalan padahal sudah bayar lalu aplikasi shoppe tapi status sedang proses saya telfon di cal center indihome tidak ada lanjut mohon untuk baik segera 
"Setelah update aplkasi tidak bisa di gunakan, malah keluar sendiri",1,0,telah update aplkasi tidak bisa di guna malah keluar sendiri
Mudah dan cepat,5,1,mudah dan cepat
Siip,5,1,sip
"saya instal aplikasi ini lalu coba mau upgrde speed lewat aplikasi ini, tapi sudah 2 minggu lebih gk ada tindakan nyata , akhirnya telp callcenter 188 baru di di tindak lanjuti. tolong di perbaiki lagi, buat apa banyak promo banyak tawaran yg suguhkan tapi secara layanan kurang cepat, dan gak usah baper setelah saya beri ulasan serta bintang 2 , langsung wa ke nomor saya, presiden jokowi aja di kritik biasa2 aja, malah kinerjanya yg di tingkatkan. sy tambah bintangnya klo sudah benar2 ok.",3,0,saya instal aplikasi ini lalu coba mau upgrde speed lewat aplikasi ini tapi sudah minggu lebih enggak ada tindak nyata akhir telp callcenter baru di di tindak lanjut tolong di baik lagi buat apa banyak promo banyak tawar yang suguh tapi cara layan kurang cepat dan enggak usah bawa asa telah saya beri ulas serta bintang langsung wa ke nomor saya presiden jokowi saja di kritik biasa saja malah kerja yang di tingkat saya tambah bintang kalo sudah benar ok 
lemot,2,0,lemot
Ok,4,1,ok
bagus,5,1,bagus
"Provider wifi paling sampah yang pernah ada, mwnding pake provider lain aja saya juga nyesel pake ini indihome",1,0,provider wifi paling sampah yang pernah ada mwnding pakai provider lain saja saya juga sesal pakai ini indihome
Bagus,5,1,bagus
Mantap,5,1,mantap
"sekelas telkom punya apk kok sampah banget ya, susah dibuka, loading lama, login susah, minta pass baru, sdh bikin pass tetap tdk bisa, akhirnya mode tamu, dan itupun gak bisa terbuka, maklum perusahaan plat merah",1,0,kelas telkom punya apk kok sampah banget ya susah buka loading lama login susah minta pas baru sudah bikin pas tetap tidak bisa akhir mode tamu dan itu enggak bisa buka maklum usaha plat merah
"Susah banget buka APK.nya, slalu keluar sendiri terus. Hadeh2",1,0,susah banget buka apk nya selalu keluar sendiri terus hadeh
"Mau tuker poin harus verifikasi email, begitu dipencet verfifikasi email, langsung force closed, alias njepat, gitu aja terus sampai poin hangus gak bisa diapa2in....",2,0,mau tuker poin harus verifikasi email begitu pencet verfifikasi email langsung force closed alias njepat begitu saja terus sampai poin hangus enggak bisa apa 
Aplikasi nya bagus tapi sinyal nya suka ngelag kalo buat main game. Jadi ga nyaman mainnya.,2,0,aplikasi nya bagus tapi sinyal nya suka ngelag kalo buat main game jadi enggak nyaman main 
Gk ada perbaikan..aplikasinya gk bisa di pake,1,0,enggak ada baik aplikasi enggak bisa di pakai
good app,5,1,good ap
"Aplikasinya berat, lemoooooot bgt",1,0,aplikasi berat lemoooooot banget
G bsa log in. Makin parah,1,0,enggak bisa log ini makin parah
Sanggat memuaskan,5,1,sangat muas
"Apa guna aplikasi inii klo susah dibuka, lemot loading lama buang waktu saja.!! 😡😡",1,0,apa guna aplikasi ini kalo susah buka lemot loading lama buang waktu saja 
"Apk ga jelas, sempat melakukan pengaduan mengenai tagihan tapi tidak ada jalan keluar apa2",1,0,apk enggak jelas sempat laku adu kena tagih tapi tidak ada jalan keluar apa
Banyak bug ...tlg diperbaiki,2,0,banyak bug tolong baik
"Fitur nya simple banget, sangat memudahkan bagi pelanggan, penggunaan data dan respon ketika ada gangguan sangat cepat, oke lah my indihome",5,1,fitur nya simple banget sangat mudah bagi langgan guna data dan respon ketika ada ganggu sangat cepat oke lah my indihome
Aplikasinya oke banget,5,1,aplikasi oke banget
Gak guna ngapain aplikasi lemot. Bayar bisa gak masuk. Ngurus apa apa lemot kelamaan. Kasih link lewat WhatApps di buka gak bisa apaan si gaje banget. Di kota gw kalau ada provider lain mending pindah aja dag.,1,0,enggak guna kapai aplikasi lemot bayar bisa enggak masuk urus apa apa lemot lama kasih link lewat whatapps di buka enggak bisa apa sih enggak jelas banget di kota gue kalau ada provider lain mending pindah saja dag 
"Aplikasi lemot, jaringan nya juga payah. Tolong di perbaiki",1,0,aplikasi lemot jaring nya juga payah tolong di baik
Indihome terbaik 👍👍👍,5,1,indihome baik 
Responya bagus,5,1,responya bagus
"makin kesini makin cacad ni jaringannn, apalagi pas hujan, kg bisa ngapa""in, pdhl udh berlangganan 3tahun lebih 🙃",1,0,makin kesini makin cacad nih jaring apalagi pas hujan kg bisa ngapa ini padahal sudah langgan tahun lebih 
Aplikasi tiba tiba keluar sendiri. Ada notif minta di perbarui karena terdapat masalah bug padahal udah versi terbaru dan belum ada update versi.,1,0,aplikasi tiba tiba keluar sendiri ada notif minta di baru karena dapat masalah bug padahal sudah versi baru dan belum ada update versi 
Indihome memang ok,5,1,indihome memang ok
Kenapa saya gak bisa buka app nya,5,0,kenapa saya enggak bisa buka ap nya
Mantap,5,1,mantap
Penanganan cepat jika ada kendala gangguan,5,1,tangan cepat jika ada kendala ganggu
Internet stabil,5,1,internet stabil
"Gak jelazzzzzz blazzzzzzz,ngacoooooooooo,gaak bintang2an,minuz",1,0,enggak jaz blaz ngaco gaak bintang minuz
Internet stabil,5,1,internet stabil
Membantu,4,1,bantu
"Aplikasi loding refresh, teralama di dunia",1,0,aplikasi loding refresh teralama di dunia
